"branca","nota","id","descrizione","tariffa"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.34.01,"NEOPTERINA","11,95"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rm1",90.34.02,"NICHEL","11,1"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.34.03,"NORTRIPTILINA",6
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.34.04,"Ioduri","7,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.34.04,"Solfati urinari","7,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rm1",90.34.04,"OLIGOELEMENTI: DOSAGGIO PLASMATICO","7,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.34.05,"ORMONE LATTOGENO PLACENTARE O SOMATOMAMMOTROPINA (HPL) [S]","12,1"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.35.01,"Dosaggio del Somatomedina C (IGF-1) [P/U]","11,65"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.35.01,"Insulin Like o Growth Hormon Factor 3 (IGFBP3)[P/U]","11,65"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.35.01,"ORMONE SOMATOTROPO (GH) [P/U]","11,65"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.35.02,"ORMONI: Dosaggi seriati dopo stimolo ( 5 )  
(17 OH-P,  FSH,  LH, TSH,  ACTH,  CORTISOLO,  GH)",34
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.35.03,"OSSALATI [U]",9
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.35.04,"Telopeptide N-Terminale","27,9"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.35.04,"OSTEOCALCINA (BGP)","27,9"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.35.05,"PARATORMONE (PTH) [S]","23,1"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.36.01,"PARATORMONE RELATED PEPTIDE [S]",7
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.36.02,"pH EMATICO",8
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.36.03,"PIOMBO [S/U]","22,25"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.36.04,"PIRUVATOCHINASI (PK) [(Sg)Er]","8,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.36.05,"POLIPEPTIDE INTESTINALE VASOATTIVO (VIP)",7
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.37.01,"PORFIRINE 
(Ricerca qualitativa e quantitativa)","14,65"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.37.02,"PORFOBILINOGENO [U]","6,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.37.03,"POST COITAL TEST",3
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.37.04,"POTASSIO [S/U/dU/(Sg)Er]",2
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.37.05,"PRIMIDONE",10
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.38.01,"PROGESTERONE [S]",13
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.38.02,"Macroprolattina",10
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.38.02,"PROLATTINA (PRL) [S]",10
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.38.03,"PROLATTINA (PRL): Dosaggi seriati dopo TRH  ( 5 )",29
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.38.04,"PROTEINE (ELETTROFORESI DELLE) [S]  
Incluso: Dosaggio Proteine totali",5
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.38.05,"PROTEINE [S/U/dU/La]",2
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.39.01,"PROTEINE URINARIE (ELETTROFORESI DELLE)  
Incluso: Dosaggio Proteine totali",5
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.39.02,"PROTOPORFIRINA IX ERITROCITARIA","8,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rm1",90.39.03,"PURINE E LORO METABOLITI","11,6"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rm1",90.39.04,"RAME [S/U]",5
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.39.05,"RECETTORI DEGLI ESTROGENI","23,3"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.40.01,"RECETTORI DEL PROGESTERONE","19,3"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.40.02,"RENINA [P]","28,35"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rm1",90.40.03,"SELENIO","7,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.40.04,"SODIO [S/U/dU/(Sg)Er]",2
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.40.05,"SUCCO GASTRICO ESAME CHIMICO COMPLETO",5
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.41.01,"SUDORE 
(Esame con determinazione di Na+ e K+)",1
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rr",90.41.02,"TEOFILLINA",11
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.41.03,"TESTOSTERONE [P/U]",13
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.41.04,"Alfa - subunità (LH, FSH, GH)","17,35"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.41.04,"TESTOSTERONE LIBERO","17,35"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.41.05,"TIREOGLOBULINA (Tg)",16
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.42.01,"TIREOTROPINA (TSH)",8
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.42.02,"TIREOTROPINA (TSH): Dosaggi seriati dopo TRH ( 4 )",24
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.42.03,"TIROXINA LIBERA (FT4)",10
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.",,90.42.04,"TRANSFERRINA 
(Capacità ferrolegante)",4
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.42.05,"TRANSFERRINA [S]",6
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.43.01,"TRI TEST: ALFA 1 FETO, GONADOTROPINA CORIONICA ED ESTRIOLO LIBERO  
(Per screening S. Down e altre anomalie)","21,9"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.43.02,"TRIGLICERIDI",2
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.43.03,"Reverse T3",10
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.43.03,"TRIODOTIRONINA LIBERA (FT3)",10
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.43.04,"TRIPSINA [S/U]",11
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.43.05,"URATO [S/U/dU]",2
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.44.01,"UREA [S/P/U/dU]",2
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.44.02,"URINE CONTA DI ADDIS",4
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.44.03,"URINE ESAME CHIMICO FISICO E MICROSCOPICO",3
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.44.04,"URINE ESAME PARZIALE 
(Acetone e glucosio quantitativo)",1
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.44.05,"VITAMINA D","17,85"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rm1",90.45.01,"VITAMINE IDROSOLUBILI: DOSAGGIO PLASMATICO","11,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rm1",90.45.02,"VITAMINE LIPOSOLUBILI: DOSAGGIO PLASMATICO","11,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.45.03,"XILOSIO 
(Test di assorbimento)","6,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.45.04,"ZINCO [S/U]",7
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.45.05,"ZINCOPROTOPORFIRINA [(Sg)Er]",9
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.46.03,"AGGLUTININE A FREDDO",8
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","*m1",90.46.04,"ALFA 2 ANTIPLASMINA",9
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.46.05,"ANTICOAGULANTE LUPUS-LIKE (LAC)",5
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.47.01,"ANTICOAGULANTI ACQUISITI RICERCA",5
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",90.47.02,"ANTICORPI ANTI A/B",5
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.47.03,"Anticorpi anticitrullina","14,65"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.47.03,"ANTICORPI ANTI ANTIGENI NUCLEARI ESTRAIBILI (ENA)","14,65"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rm1",90.47.04,"ANTICORPI ANTI CANALE DEL CALCIO","12,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.47.05,"Anticorpi anti Beta 2 - Glicoproteina I (IgG, IgM)","13,8"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.47.05,"ANTICORPI ANTI CARDIOLIPINA (IgG, IgA, IgM)","13,8"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.48.01,"Dosaggio pepsinogeno 1",9
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.48.01,"Dosaggio pepsinogeno 2",9
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.48.01,"ANTICORPI ANTI CELLULE PARIETALI GASTRICHE (PCA)",9
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.48.02,"Anticorpi Anti Saccharomyces Cerevisiae (ASCA)","12,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.48.02,"ANTICORPI ANTI CITOPLASMA DEI NEUTROFILI (ANCA)","12,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.48.03,"ANTICORPI ANTI DNA NATIVO","13,05"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.48.04,"ANTICORPI ANTI ERITROCITARI 
(Caratterizzazione del range termico)",2
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.48.05,"ANTICORPI ANTI ERITROCITARI 
(Con mezzo potenziante)",9
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.49.01,"ANTICORPI ANTI ERITROCITARI 
(Titolazione)","20,75"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.49.02,"ANTICORPI ANTI ERITROCITARI IDENTIFICAZIONE","26,65"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.49.03,"ANTICORPI ANTI ERITROCITI [Test di Coombs indiretto]",10
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.49.04,"Inibitori Fattore IX","12,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Rrm1",90.49.04,"ANTICORPI ANTI FATTORE VIII","12,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.49.05,"Anticorpi Antireticolina (ARA)","12,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",90.49.05,"Anticorpi Antitransglutaminasi","12,5"
